epoch,accuracy,epoch_duration,loss,total_time,val_accuracy,val_loss
0,0.00016790394147392362,32.21948480606079,10.184991836547852,32.289655685424805,0.0,9.943695068359375
1,2.563419002399314e-06,26.259161233901978,9.945816993713379,58.579020738601685,0.0,9.957008361816406
2,0.0007741525187157094,22.256768226623535,10.43607234954834,80.84161710739136,0.0052191209979355335,13.394279479980469
3,0.0046936203725636005,21.433288097381592,12.57166576385498,102.28782296180725,0.0052191209979355335,11.420125007629395
4,0.00048320446512661874,21.249152660369873,10.093012809753418,123.54211902618408,0.0,9.943666458129883
5,2.563419002399314e-06,20.428914308547974,9.943695068359375,143.97960996627808,0.0,9.943666458129883
6,2.563419002399314e-06,23.61607074737549,9.943695068359375,167.60097002983093,0.0,9.943666458129883
7,2.563419002399314e-06,20.794193744659424,9.943695068359375,188.40086793899536,0.0,9.943666458129883
0,0.8166424632072449,33.22275686264038,2.0787746906280518,33.68101382255554,0.8167309165000916,1.8955787420272827
1,0.818632960319519,25.09065055847168,1.8699194192886353,58.80053901672363,0.8167616724967957,1.8927310705184937
2,0.8210425972938538,25.507381200790405,1.8468616008758545,84.31344842910767,0.8156542778015137,1.8993539810180664
3,0.8212143182754517,23.40860867500305,1.8397061824798584,107.72759580612183,0.8210272192955017,1.8687211275100708
4,0.8197237253189087,21.96194362640381,1.8749674558639526,129.7010428905487,0.8150134086608887,1.9098516702651978
5,0.42796409130096436,21.18291664123535,5.850606441497803,150.89161109924316,0.0,9.943666458129883
6,6.4085475059982855e-06,21.70887780189514,9.943695068359375,172.60902786254883,0.0,9.943666458129883
7,6.4085475059982855e-06,21.953985929489136,9.943695068359375,194.57035207748413,0.0,9.943666458129883
8,6.4085475059982855e-06,21.68213939666748,9.943695068359375,216.26223397254944,0.0,9.943666458129883
0,0.8143007755279541,33.03812074661255,2.061687469482422,33.450013637542725,0.8224063515663147,1.8516024351119995
1,0.8221179246902466,23.64111590385437,1.8364591598510742,57.11937689781189,0.8208631277084351,1.8482903242111206
2,0.8227370381355286,22.58522891998291,1.830705165863037,79.71147847175598,0.818776547908783,1.864245891571045
3,0.8228203058242798,24.847177028656006,1.8180383443832397,104.56483745574951,0.8223653435707092,1.8374147415161133
4,0.8224319815635681,21.601181745529175,1.831160306930542,126.17172074317932,0.8165412545204163,1.8886796236038208
5,0.8227498531341553,24.297862768173218,1.819974660873413,150.4769093990326,0.8188636898994446,1.8641499280929565
